# Program:featureCounts v1.6.3; Command:"/usr/local/bin/featureCounts" "-p" "-a" "/scratch/10819/styu/MW_multiQC/peaks/final/H3K27ac_filt_iter.saf" "-F" "SAF" "-o" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac_iter_counts.txt" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam
chr1:1222923-1223424	chr1	1222923	1223424	.	502	3	4	8	2	10	8	2	0	16	3	7	3	42	11	13	2	4	3	10	1	3	5	3	12	7	8	6	3	4	6
chr1:1226201-1226702	chr1	1226201	1226702	.	502	3	2	8	1	9	6	10	1	31	5	12	0	39	10	18	1	6	0	9	3	5	7	2	4	2	2	5	15	3	5
chr1:1227923-1228424	chr1	1227923	1228424	.	502	12	0	15	11	4	7	13	1	18	4	7	10	19	13	21	2	8	0	20	4	9	8	5	10	5	5	4	9	0	5
chr1:1229738-1230239	chr1	1229738	1230239	.	502	16	11	23	8	7	15	26	7	13	12	20	4	26	14	8	4	22	7	34	4	13	15	17	7	9	7	13	19	5	7
chr1:1230561-1231062	chr1	1230561	1231062	.	502	19	29	38	52	32	42	90	30	21	15	31	13	12	25	27	18	23	26	57	16	23	22	36	44	21	49	8	43	15	25
chr1:1231717-1232218	chr1	1231717	1232218	.	502	141	98	158	53	50	124	185	70	110	92	85	69	13	68	60	38	163	84	260	58	103	127	83	204	75	191	35	318	67	61
chr1:1232961-1233462	chr1	1232961	1233462	.	502	2	2	7	9	4	0	7	0	12	0	7	9	4	11	19	3	7	8	21	7	8	5	5	2	2	6	4	10	7	3
chr1:1236281-1236782	chr1	1236281	1236782	.	502	7	11	19	2	2	3	11	9	21	11	9	24	23	6	6	5	18	7	18	8	5	14	10	10	13	11	14	18	10	7
chr1:1237028-1237529	chr1	1237028	1237529	.	502	11	1	19	0	9	10	8	4	8	2	7	13	9	5	4	1	11	0	29	4	13	17	14	6	7	17	8	8	6	4
chr1:1254745-1255246	chr1	1254745	1255246	.	502	2	3	5	0	0	7	8	1	11	5	5	0	6	1	8	1	3	1	7	2	5	0	0	6	5	4	8	9	2	1
chr1:1260553-1261054	chr1	1260553	1261054	.	502	11	5	16	25	6	11	4	10	6	10	4	4	1	7	14	11	11	16	11	5	7	5	12	10	10	14	2	3	5	8
chr1:1265149-1265650	chr1	1265149	1265650	.	502	76	35	77	42	34	35	21	43	23	29	17	15	3	11	14	31	97	51	44	27	24	65	69	125	74	91	30	55	34	50
chr1:1269552-1270053	chr1	1269552	1270053	.	502	3	8	10	2	0	23	7	0	5	2	12	0	10	7	2	3	6	2	0	2	2	10	0	1	3	3	9	9	5	6
chr1:1270700-1271201	chr1	1270700	1271201	.	502	18	17	16	7	16	9	35	13	10	7	16	16	10	14	8	6	21	4	30	23	17	19	24	18	21	11	14	28	4	8
chr1:1271299-1271800	chr1	1271299	1271800	.	502	1	9	2	3	7	2	5	6	6	4	5	0	3	6	1	2	0	3	9	4	2	5	1	2	2	1	5	13	3	2
chr1:1273044-1273545	chr1	1273044	1273545	.	502	71	23	70	11	21	70	121	33	40	34	88	37	13	68	48	12	53	24	60	30	45	46	56	93	35	59	9	81	20	22
chr1:1273599-1274100	chr1	1273599	1274100	.	502	85	51	71	81	40	44	150	36	39	40	47	23	5	30	31	35	104	82	174	42	55	51	68	164	31	184	33	162	41	30
chr1:1274691-1275192	chr1	1274691	1275192	.	502	13	4	9	5	9	16	28	8	16	3	27	23	7	19	6	5	11	6	23	7	13	7	4	13	5	10	6	22	11	8
chr1:1282331-1282832	chr1	1282331	1282832	.	502	4	8	1	1	8	5	1	1	7	0	0	1	11	4	6	4	6	3	15	4	9	5	0	2	12	6	14	4	4	6
chr1:1285619-1286120	chr1	1285619	1286120	.	502	1	3	6	1	13	11	4	1	15	5	15	4	15	31	13	2	3	4	3	6	6	4	4	9	0	7	5	23	1	2
chr1:1287177-1287678	chr1	1287177	1287678	.	502	0	3	3	5	5	6	21	0	36	3	7	14	31	34	28	3	7	4	15	4	4	5	3	4	2	2	3	7	2	3
chr1:1290086-1290587	chr1	1290086	1290587	.	502	5	5	11	22	5	12	5	3	12	2	6	4	4	11	24	1	13	26	25	7	7	9	5	22	12	42	13	79	5	7
chr1:1291838-1292339	chr1	1291838	1292339	.	502	18	9	17	7	8	5	17	4	33	10	4	17	23	13	19	7	20	16	16	4	7	8	35	14	35	48	12	39	14	11
chr1:1294620-1295121	chr1	1294620	1295121	.	502	3	6	0	1	2	7	9	4	26	0	4	10	28	22	23	3	2	2	11	1	3	3	0	0	7	3	1	1	0	1
chr1:1295212-1295713	chr1	1295212	1295713	.	502	3	1	10	0	1	3	5	2	36	3	5	10	30	19	17	1	6	0	8	1	1	4	3	5	3	6	4	14	3	1
chr1:1296777-1297278	chr1	1296777	1297278	.	502	1	0	2	0	2	0	4	0	13	0	0	8	7	14	23	0	2	0	0	0	3	0	0	2	0	4	4	1	0	4
chr1:1299973-1300474	chr1	1299973	1300474	.	502	5	4	9	0	0	2	7	7	8	2	3	0	10	5	12	2	6	0	18	6	4	6	4	6	12	7	0	11	2	1
chr1:1303721-1304222	chr1	1303721	1304222	.	502	2	10	6	6	2	17	3	4	14	1	4	4	12	13	3	1	2	5	16	3	6	4	11	9	4	15	4	15	4	2
chr1:1304585-1305086	chr1	1304585	1305086	.	502	54	14	57	13	11	33	48	9	17	2	20	3	15	7	10	9	35	32	47	11	17	31	25	25	25	30	13	76	15	16
chr1:1305193-1305694	chr1	1305193	1305694	.	502	10	21	25	18	17	5	35	11	18	5	15	17	10	12	8	17	25	25	28	11	18	31	25	18	17	29	24	34	8	22
chr1:1306036-1306537	chr1	1306036	1306537	.	502	20	14	12	1	19	8	15	4	20	10	9	14	13	10	10	11	14	21	21	13	13	16	20	13	23	21	9	40	11	18
chr1:1307560-1308061	chr1	1307560	1308061	.	502	41	43	45	19	17	21	28	23	20	13	33	21	14	28	21	11	55	59	111	28	39	44	30	45	37	69	16	96	19	29
chr1:1308529-1309030	chr1	1308529	1309030	.	502	22	18	38	24	8	19	14	20	7	8	15	15	5	8	6	6	41	14	51	13	14	27	31	37	26	39	8	27	11	31
chr1:1309102-1309603	chr1	1309102	1309603	.	502	6	29	14	6	3	1	18	2	22	9	24	4	18	10	8	4	18	17	31	10	9	15	20	17	25	28	11	27	6	13
chr1:1309929-1310430	chr1	1309929	1310430	.	502	13	18	18	7	16	10	12	12	22	6	15	12	22	10	11	6	7	14	23	6	4	10	13	8	16	9	4	19	1	13
chr1:1313044-1313545	chr1	1313044	1313545	.	502	1	3	10	0	0	3	4	5	13	4	11	11	27	11	3	2	7	3	5	3	4	9	2	5	2	9	8	19	6	2
chr1:1314138-1314639	chr1	1314138	1314639	.	502	11	2	8	5	2	2	11	9	5	0	7	0	10	13	7	5	4	4	5	6	1	2	4	6	4	6	2	2	4	5
chr1:1314828-1315329	chr1	1314828	1315329	.	502	5	6	6	0	10	8	2	3	7	1	3	4	7	8	6	2	6	6	4	5	4	11	3	4	8	11	2	6	7	4
chr1:1318183-1318684	chr1	1318183	1318684	.	502	35	29	28	30	22	16	26	24	11	24	11	7	2	4	1	8	25	20	37	16	5	24	28	29	21	68	15	36	4	13
chr1:1318854-1319355	chr1	1318854	1319355	.	502	4	1	18	8	5	9	11	1	5	3	8	6	5	3	2	3	11	9	19	5	7	6	9	13	10	15	8	25	10	5
chr1:1320398-1320899	chr1	1320398	1320899	.	502	7	6	6	5	18	4	6	4	14	1	7	5	5	3	3	5	10	1	13	2	9	8	8	19	8	15	2	21	6	6
chr1:1320982-1321483	chr1	1320982	1321483	.	502	11	2	27	2	8	5	21	4	16	6	9	0	6	5	5	1	10	5	20	9	8	14	11	28	11	16	6	18	5	2
chr1:1323216-1323717	chr1	1323216	1323717	.	502	9	7	8	6	1	16	5	2	27	7	13	21	9	25	18	4	6	7	17	7	5	14	8	12	5	7	9	20	6	6
chr1:1324576-1325077	chr1	1324576	1325077	.	502	128	67	119	47	69	104	161	81	63	85	86	28	15	76	41	44	140	56	252	65	78	66	90	150	46	151	39	282	50	63
chr1:1327344-1327845	chr1	1327344	1327845	.	502	9	0	6	3	2	3	1	0	12	2	2	12	13	8	14	1	3	17	24	1	6	5	10	5	4	8	8	19	3	5
chr1:1327952-1328453	chr1	1327952	1328453	.	502	5	5	17	0	5	5	13	10	19	2	3	11	22	7	9	4	9	10	18	4	6	10	6	1	8	12	2	18	2	5
chr1:1335203-1335704	chr1	1335203	1335704	.	502	6	13	1	5	14	5	3	6	33	2	9	7	20	11	13	3	9	4	18	2	9	6	5	7	4	2	6	14	4	6
chr1:1341531-1342032	chr1	1341531	1342032	.	502	3	0	8	1	6	3	17	0	19	2	3	22	18	4	17	3	6	7	9	2	6	9	1	3	5	4	2	15	2	1
chr1:1344536-1345037	chr1	1344536	1345037	.	502	12	2	12	7	2	16	18	1	10	0	9	4	8	6	8	4	22	6	29	6	8	12	17	16	20	19	18	25	3	9
chr1:1345497-1345998	chr1	1345497	1345998	.	502	8	9	19	1	4	2	9	5	15	2	10	9	6	4	7	6	10	5	16	6	9	5	4	7	21	17	8	26	6	12
chr1:1347081-1347582	chr1	1347081	1347582	.	502	12	10	17	16	5	13	7	7	18	7	10	5	1	12	18	4	12	7	15	5	13	12	8	13	11	7	10	31	6	7
chr1:1347888-1348389	chr1	1347888	1348389	.	502	47	42	95	26	28	32	61	25	41	23	57	34	17	35	43	33	75	48	121	36	38	56	62	68	45	69	38	112	32	41
chr1:1349490-1349991	chr1	1349490	1349991	.	502	52	42	65	18	26	33	40	27	11	11	19	7	4	14	13	7	79	31	103	25	35	38	43	79	44	97	13	104	30	36
chr1:1351994-1352495	chr1	1351994	1352495	.	502	7	11	12	4	3	9	3	1	27	5	12	5	5	18	20	4	19	1	15	11	7	6	3	3	0	12	6	17	8	6
chr1:1357732-1358233	chr1	1357732	1358233	.	502	14	10	12	2	6	9	9	0	13	2	4	6	10	2	2	4	16	2	9	13	6	10	6	23	11	20	9	3	15	8
chr1:1358587-1359088	chr1	1358587	1359088	.	502	11	7	14	8	12	6	7	8	2	2	13	6	10	3	11	10	20	16	13	2	8	18	10	19	15	20	5	27	9	6
chr1:1359782-1360283	chr1	1359782	1360283	.	502	16	10	27	13	5	4	45	12	4	2	10	2	5	12	9	6	29	22	19	10	7	6	19	44	14	39	14	28	7	14
chr1:1360378-1360879	chr1	1360378	1360879	.	502	15	18	38	30	16	17	40	15	3	4	5	0	8	13	8	5	29	33	12	19	12	24	21	40	34	89	11	41	18	20
chr1:1361959-1362460	chr1	1361959	1362460	.	502	10	14	22	30	3	3	12	8	8	2	11	14	4	6	3	4	19	29	13	10	6	9	8	43	16	61	13	38	15	24
chr1:1371985-1372486	chr1	1371985	1372486	.	502	31	34	66	35	12	30	68	7	11	15	19	17	13	10	6	16	51	67	103	31	27	25	35	91	34	69	11	137	21	19
chr1:1372506-1373007	chr1	1372506	1373007	.	502	1	3	3	0	1	8	0	14	5	1	7	0	11	4	7	0	4	9	14	4	6	2	2	0	1	4	7	3	4	0
chr1:1374947-1375448	chr1	1374947	1375448	.	502	153	100	168	60	63	79	135	52	45	69	81	22	24	43	31	46	186	72	266	55	79	114	70	238	99	193	64	251	66	72
chr1:1381726-1382227	chr1	1381726	1382227	.	502	6	7	8	3	6	4	18	5	9	3	9	6	10	7	3	2	9	2	21	6	4	12	11	11	6	9	0	17	3	15
chr1:1398172-1398673	chr1	1398172	1398673	.	502	25	20	39	17	26	60	38	30	59	31	66	41	20	114	75	23	43	13	31	12	36	27	49	18	16	12	11	24	14	18
chr1:1399328-1399829	chr1	1399328	1399829	.	502	128	101	143	139	67	127	224	80	83	84	125	51	35	120	55	39	171	91	279	63	112	101	90	253	68	244	36	332	66	76
chr1:1403190-1403691	chr1	1403190	1403691	.	502	7	12	10	2	4	17	4	4	6	7	8	17	3	7	2	0	4	12	5	6	2	5	4	7	6	3	0	1	3	3
chr1:1403818-1404319	chr1	1403818	1404319	.	502	5	1	8	8	5	3	23	0	12	5	7	2	1	7	1	5	7	6	4	1	8	7	6	2	1	3	4	3	4	5
chr1:1406401-1406902	chr1	1406401	1406902	.	502	22	17	19	6	6	14	30	2	30	10	26	6	2	28	14	9	23	10	32	19	20	15	15	26	22	52	3	63	15	2
chr1:1407094-1407595	chr1	1407094	1407595	.	502	75	47	84	38	48	72	94	35	30	41	48	11	4	62	29	15	82	33	186	40	72	52	34	128	42	129	26	214	37	33
chr1:1431693-1432194	chr1	1431693	1432194	.	502	17	3	19	7	14	5	30	6	11	9	17	6	15	21	5	7	19	12	41	10	22	38	29	35	11	32	8	48	18	19
chr1:1433343-1433844	chr1	1433343	1433844	.	502	15	9	23	6	7	8	39	3	28	7	29	14	5	15	16	10	34	25	46	19	20	54	43	53	16	59	23	40	26	23
chr1:1434148-1434649	chr1	1434148	1434649	.	502	3	1	5	0	2	3	14	0	9	5	12	3	1	12	10	1	12	0	20	6	3	14	18	10	5	26	16	11	6	5
chr1:1434707-1435208	chr1	1434707	1435208	.	502	5	0	7	8	5	4	17	0	18	3	5	2	30	7	21	0	8	0	24	2	10	7	3	16	11	8	5	9	6	6
chr1:1435529-1436030	chr1	1435529	1436030	.	502	23	15	17	2	15	7	30	11	8	15	11	18	3	8	7	7	23	22	75	13	10	23	22	46	21	80	5	51	12	15
chr1:1438470-1438971	chr1	1438470	1438971	.	502	1	0	3	0	17	2	9	5	26	5	7	12	22	14	14	1	5	1	13	3	2	6	3	0	5	2	2	18	1	3
chr1:1440217-1440718	chr1	1440217	1440718	.	502	1	4	3	0	0	4	4	0	11	1	6	0	21	7	3	0	5	5	13	0	5	7	4	2	1	6	9	6	0	4
chr1:1440796-1441297	chr1	1440796	1441297	.	502	26	11	28	22	22	15	24	5	16	7	6	12	9	15	7	7	31	11	69	22	29	15	8	31	17	79	18	129	23	14
chr1:1470526-1471027	chr1	1470526	1471027	.	502	29	3	17	3	10	9	8	6	12	5	11	1	4	13	7	4	17	8	10	9	12	20	3	11	21	16	3	10	8	5
chr1:1471457-1471958	chr1	1471457	1471958	.	502	48	40	72	54	27	52	68	31	34	35	20	20	10	41	22	23	71	46	172	22	39	39	39	73	36	109	35	127	20	30
chr1:1472442-1472943	chr1	1472442	1472943	.	502	8	24	10	2	1	23	10	13	20	16	16	19	0	19	11	5	9	1	8	3	10	15	13	4	14	8	5	8	2	9
chr1:1473137-1473638	chr1	1473137	1473638	.	502	5	2	1	2	1	9	2	2	13	1	14	7	2	13	6	3	1	4	4	0	2	6	6	2	6	5	3	5	4	5
chr1:1504640-1505141	chr1	1504640	1505141	.	502	11	10	5	0	8	5	9	4	5	5	3	6	2	0	2	2	11	13	22	13	14	17	15	19	11	15	3	13	14	11
chr1:1508631-1509132	chr1	1508631	1509132	.	502	5	8	12	3	6	0	10	2	0	3	1	0	3	0	0	1	13	3	32	5	9	9	13	9	10	15	5	19	17	6
chr1:1510846-1511347	chr1	1510846	1511347	.	502	23	21	14	12	14	32	17	18	17	10	20	0	8	6	6	7	26	3	32	12	34	18	14	23	15	32	9	40	4	14
chr1:1511540-1512041	chr1	1511540	1512041	.	502	160	68	120	48	36	94	155	58	67	62	54	40	14	71	36	41	127	83	232	60	83	79	72	141	52	187	38	222	57	41
chr1:1512799-1513300	chr1	1512799	1513300	.	502	11	13	7	0	0	7	7	4	21	7	24	9	2	11	13	4	3	3	11	2	12	17	16	7	11	8	8	8	7	3
chr1:1520652-1521153	chr1	1520652	1521153	.	502	3	0	7	7	1	1	5	5	8	0	2	14	11	8	1	2	3	1	10	0	3	2	7	2	2	2	1	2	1	3
chr1:1533364-1533865	chr1	1533364	1533865	.	502	8	12	7	0	13	14	8	0	7	5	4	0	3	2	4	10	13	13	60	16	14	28	13	11	4	3	0	23	13	16
chr1:1535566-1536067	chr1	1535566	1536067	.	502	0	3	9	6	14	3	5	4	14	2	1	18	20	10	18	4	6	6	28	3	7	3	2	11	4	9	9	26	1	2
chr1:1537391-1537892	chr1	1537391	1537892	.	502	11	5	16	5	10	2	11	6	18	2	12	4	41	11	19	2	15	4	35	7	14	15	4	12	1	13	4	16	11	10
chr1:1538716-1539217	chr1	1538716	1539217	.	502	6	7	8	8	5	0	12	2	6	4	9	3	16	5	10	1	14	11	39	6	7	13	2	20	9	18	5	21	11	8
chr1:1539546-1540047	chr1	1539546	1540047	.	502	6	9	25	11	13	6	25	4	8	2	5	3	4	1	6	7	54	18	100	13	17	14	18	47	22	71	5	57	13	8
chr1:1540339-1540840	chr1	1540339	1540840	.	502	18	7	39	18	15	11	30	10	13	14	10	6	3	3	3	6	40	17	53	14	23	16	22	51	29	71	19	77	11	9
chr1:1543746-1544247	chr1	1543746	1544247	.	502	5	6	11	5	6	7	3	3	16	4	5	7	3	6	9	2	17	2	27	8	7	2	9	20	4	21	5	14	9	7
chr1:1545503-1546004	chr1	1545503	1546004	.	502	6	5	13	3	9	2	5	10	2	3	12	6	8	7	2	3	6	6	21	6	10	6	12	10	1	13	9	16	12	7
chr1:1550901-1551402	chr1	1550901	1551402	.	502	18	27	39	31	9	16	14	11	13	10	25	24	11	28	15	13	46	35	42	24	32	41	26	47	39	51	8	96	25	27
chr1:1554806-1555307	chr1	1554806	1555307	.	502	23	18	33	26	25	31	28	16	24	19	30	15	10	28	27	11	19	22	24	9	22	19	16	32	26	50	23	44	22	19
chr1:1555663-1556164	chr1	1555663	1556164	.	502	2	4	3	0	5	2	7	0	17	3	13	13	14	5	0	2	10	5	8	0	1	2	4	11	10	2	3	5	5	2
chr1:1565488-1565989	chr1	1565488	1565989	.	502	4	5	6	5	14	3	9	1	3	6	10	6	3	1	6	4	5	2	15	1	1	5	3	2	2	1	1	7	4	1
chr1:1569459-1569960	chr1	1569459	1569960	.	502	1	12	7	7	6	0	8	6	14	6	10	6	0	10	12	3	8	4	9	3	20	8	18	7	4	10	0	15	7	6
chr1:1574761-1575262	chr1	1574761	1575262	.	502	250	118	215	57	48	178	300	90	125	102	116	68	22	104	54	43	163	110	378	65	116	114	113	228	97	215	51	324	87	61
chr1:1597593-1598094	chr1	1597593	1598094	.	502	8	17	24	6	24	6	11	9	4	4	9	5	6	11	3	6	15	25	46	6	11	10	16	35	13	35	18	62	9	10
chr1:1614319-1614820	chr1	1614319	1614820	.	502	23	29	35	20	13	26	40	23	31	43	44	38	4	28	32	11	38	21	30	18	21	27	32	26	30	30	20	33	21	21
chr1:1615533-1616034	chr1	1615533	1616034	.	502	191	118	164	84	76	146	221	59	73	91	117	37	27	81	76	50	185	110	284	60	112	117	73	204	95	220	46	346	74	71
chr1:1616142-1616643	chr1	1616142	1616643	.	502	41	31	71	17	24	53	65	13	38	13	61	11	10	34	17	18	45	33	70	19	25	27	36	55	28	68	7	89	18	23
chr1:1616891-1617392	chr1	1616891	1617392	.	502	16	8	25	2	9	27	6	7	19	14	37	15	22	26	10	4	7	4	19	7	12	7	8	12	4	2	10	32	8	9
chr1:1621867-1622368	chr1	1621867	1622368	.	502	13	15	18	17	7	5	21	0	12	6	8	15	16	8	4	1	12	6	16	5	8	11	7	20	5	7	2	15	8	7
chr1:1625012-1625513	chr1	1625012	1625513	.	502	70	37	110	31	52	16	106	19	15	15	14	12	29	17	23	25	141	39	270	60	55	69	56	207	54	156	13	230	39	35
chr1:1625659-1626160	chr1	1625659	1626160	.	502	15	5	32	7	10	4	17	7	20	3	7	3	26	21	29	4	23	12	51	14	12	17	14	36	10	22	5	54	7	13
